,text,target
1412,Есть такая профессия - откосивших от армии защищать.,армия
1413,"Курсант британского военно-морского училища сдавал экзамен. Принимавший экзамен адмирал попросил курсанта назвать имена трёх самых знаменитых английских адмиралов. - Нельсон, сэр, - начал курсант, - затем Дрейк и... Прошу прощения, сэр, как ваше имя?",армия
1414,"Прочитал новости, как во время внезапной проверки армии отличился Хабаровский край - 10 часов самолеты не взлетали. Сразу вспомнилась байка.Чечня, глухой ночью взвод попал в засаду. ""Духов"" раз в 5 больше, взвод вот-вот перебьют. Командир взвода, вызывает помощь, но ночью вертолеты не летают, и командира посылают подальше. Командир, не растерявшись, обращается в эфир с командой, которой нет в уставе, и которую не выучишь на офицерских курсах:- Выслать вертолеты в указанный квадрат! Даю 200 баксов за штуку!!!И через 8 минут над местом боя кружат ДВАДЦАТЬ ТРИ вертолета.Не известно, как потом происходила оплата (наверно, деньгами убитых боевиков).Но вот интересно, проверяющие в Хабаровске кроме устава и офицерских курсов что-нибудь изучали?? И не лень им было десять часов ждать.",армия
1415,"Будни стройбатаНа первом году службы в стройбате командиром роты у нас был капитан Филин. Уже довольно немолодой, пофигист был полный, вдобавок большой любитель выпить, но был у него серьезный плюс – он никогда не обижал солдат без повода. Даже когда повод был, все равно нередко прощал. У меня у самого было два раза по трое суток ареста, полученные от него, которые я так и не отсидел. По этой причине он пользовался уважением среди солдат, которые его при этом все-таки опасались.И был у нас замполит роты, старший лейтенант, который недолгое время побыл капитаном, но через полгода был опять разжалован в старлеи. Ростом полтора метра в прыжке, он старался быть с солдатами запанибрата. Это у него получалось, все остальное – не очень, авторитетом он не пользовался. Была у него некрасивая черта – он любил выпить с солдатами, а потом сдавать их, выпивших, на гауптвахту.Слухи об этом дошли до капитана Филина. Однажды на выходных он остался дежурным по части. Ответственным по роте был замполит. Филин послал за ним посыльного и пригласил старлея сесть за стол. Достал закуску и бутылку водки: «Будешь?» Мог бы и не спрашивать, когда это замполит от халявной выпивки отказывался! Они сели, поговорили, незаметно выпили бутылочку. Филин достал вторую, вскоре подошла очередь и до третьей. И тут капитан Филин, пошатываясь, приподнялся и нацепил красную повязку Дежурного по части. Потом надел фуражку и встал по стойке «смирно». Следом поднес руку к козырьку и сказал: «Товарищ старший лейтенант, вы пьяны! Я отправляю вас на гауптвахту.» У того аж челюсть подвисла: «Володя, ты чего? Мы же вместе пили!» Филин, продолжая слегка покачиваться, прочеканил: «Товарищ  старший лейтенант, вы пьяны! Я – отправляю – вас – на – гаупт - вахту!» И в сторону, посыльному: «Сынок, сбегай на КПП, приведи команду с губы».После этого у замполита привычку пить с солдатами, а потом сдавать их – как бабка отшептала.Мамин-Сибиряк (с)",армия
1416,"На больших военных маневрах в СССР роте спецназа ГРУ была поставлена задача форсировать реку. Подходят они к мосту, на трафарете надпись ""Мост взорван"". За их действиями наблюдает генерал в бинокль. Рота пару минут потопталась на месте и... пошла по мосту. Генерал в бешенстве! Присмотревшись в бинокль, он увидел на спине последнего бойца трафарет ""Мы плывём"".",армия
1417,В научной роте прапорщик взял интеграл и по привычке унёс домой.,армия
1418,"Шланг в законе==============Обычный шланг - это длинная резиновая кишка. «Прикинуться шлангом» для советского солдата тоже самое, что играть в непонятки, пассивно саботируя распоряжения отцов командиров. Иногда за счет своих сослуживцов, поэтому «рубанки» - те кто относятся к службе серьезно и любыми путями набирают положительные баллы в глазах начальства (рубятся) – не очень любят шлангов. Однако есть и шланги в законе, похожие на русского шпиона Штирлица: «Что его ловить! Он хитрый все равно выкрутится». К таким относятся с любовью.Редкий солдат-срочник не хочет вернуться домой поскорее. Чаще всего об этом тихо мечтают. Кое-кто пытается закосить. В нашей части бытовала легенда про солдатика, который, впервые войдя в казарму, сразу пошел искать самую тяжелую гирю, а обнаружив ее, тут же принялся качать правую руку. Занимался он этим каждую свободную минуту, будучи всячески поощряем за такое рвение ротным командиром. Всего через месяц парнишка пришел на прием в санчасть и заявил:- У меня, того, левая рука сохнет...Начмед собственноручно измерил окружность бицепсов обеих рук, но записал естественно только разницу в результатах, как и полагалось по инструкции...- Давай проверим тенденцию, воин, - сказал майор, слегка удивившись. Через пару недель еще более интенсивных занятий с гирей разница увеличилась, а к концу календарного месяца комиссованый солдатик поехал в родной Гродно...Последователей у него почему-то не нашлось, видимо, даже очень тупым было понятно, что эпидемия усыханий не пройдет незамеченной.Петр Капулянский (с)",армия
1419,"Парень спрашивает у девушки: - А что это у тебя на руке? - Да так... родинка... - Странная, однако, родинка - ""ДМБ-99"".",армия
1420,"В воинской части происходит сдача-приём наряда. В числе прочего новый дежурный принимает несколько портативных раций. Пересчитывает - одной не хватает.Старый дежурный объясняет, что она у прапорщика Сидорова.Новый дежурный, не долго думая, хватает одну из раций.Далее диалог: - Второй, ответь первому. - Первый-первый, второй на связи! - Рация у тебя?",армия
1421,"Призывник из деревни пишет домой письмо:""Мама, если бы ты знала, как хорошо в армии! Просыпаюсь я, как и раньше, в полпятого, но тут можно валяться в постели аж до полшестого утра!"".",армия
1422,"Служил я еще в середине 80-х годов прошлого века в ГДР, лейтенант. Ну и выбирались мы частенько с другом посидеть в ресторанчике, выпить, закусить, отдохнуть от тягот армейской жизни. Один раз собрался в этом ресторанчике целый интернационал: мы вдоем - русские, ну естественно немцы, мадьяры, поляки, даже два то ли вьетнамца, то ли корейца оказалось. Слово за слово, все каким-то образом на жуткой смеси английского-немецкого-русского разговорились. Ну и один из немцев поднял такой вопрос - вот почему все говорят что русские много пьют? Типа, перепью вас без проблем. Ну и общим собранием было решено устроить состязание по употреблению 40-градусных напитков. Кто водку, кто еще что, мы с другом остановились на коньяке. Ну и начали чинно, мирно, под хорошую закуску выпивать. Первые закончили соревнование вьетнамцы. Примерно после трех рюмок. Далее перешли на сторону зрителей мадьяры. Потом поляки. Остались только мы и немцы. Уже очень ""хорошие"". После еще двух рюмок немцы все-таки признали поражение с фразой: ""Да, согласны, вы, русские пить умеете"". На что мой друг ответил ""Так это мы даже не профессионалы, а любители. А сюда бы какого-нибудь нашего прапорщика, так он бы вас по очереди перепил!""",армия
1423,"Армия, разговариваю с товарищем.- Тебя девушка ждёт?- Да.- Сколько лет ей?- 17.- А тебе?- 19.- Сколько вместе?Думает секунд 10 и выдаёт:- 36!На наш ржач прибежал даже взводник...",армия
1424,"Морское побережье. Женский пляж. Купается группа феминисток. Вдруг одна из них вылавливает из воды старинную бутылку, открывает, и из неё появляется джинн. - Спасибо, что освободили меня. Исполню любое ваше желание. - Хотим полного равноправия между мужчинами и женщинами! - O'key! - отвечает джинн и с негромким хлопком превращается в военкома с кипой повесток в руках. - Всем присутствующим здесь в возрасте от 18 до 27 лет завтра необходимо явиться в райвоенкомат для постановки на воинский учёт!..",армия
1425,"Я уже рассказывал про военную часть в поселке солнечный, и сейчас хочу познакомить с другой её частью. О свалке недалеко от поселка.Осыпался у меня туалет, не велика беда, решил выкопать новый. В нутрь вместо колец, ложатся старые покрышки типа как от камаза, с вырезанной серединой. Ясное дело покрышки не покупаются. На свалке, было обнаружено много интересных вещей, одна из них - преобразователь напряжения.Ну, как преобразователь, примерно как автомобильный, только мощности этого хватало чтобы от акумулятора работала техника, если не по всей части, то как минимум в одном из корпусов. Естественно он был не рабочий, поплясав с паяльником пару вечеров я привел его в чувство. Вполне нормальные 220 вольт, синусойда конечно зубастая, но не хуже компьютерных ИБП. Акумуляторы были найдены там-же (и еще кое-где). В общем, при помощи 6 акумуляторов, удалось достигнуть ёмкости 1200 Ач. От нагрева, вся конструкция была положена под фундаметом внутри дачного дома.На дачах отдельная история, свет там работает с Апреля по ноябрь. А оплата по классическому безлимитному тарифу, вся потребленная на аллее энергия делится поровну между всеми. За оплатой следят очень строго, настолько что на нашей алее образовалась такая, ну не буду матерится. Скажем так, её трёхэтажная избушка на курьих ножках виднеется почти с любой дачи, а энергии жрет поболе чем домик бабуси, которая приезжает 2 раза в неделю. И она решила следить за оплатой энергии, едва-ли не со скандалом врывалась в дома и лично требовала оплаты, (негласное правило, если кто не оплатил, света аллея не получит). При этом сама, была дура, дурой, всю жизнь работала... кхгм, тем местом которое женщинам порой приносит много денег, на богатого мужа. При этом кичится что у нее высшее образование (у меня тоже есть образование, но мне оно денег не принесло)Дело было в ноябре, агрегат все лето копивший заряд, начал работу. Проверяющая собравшаяся спать, выходит на крыльцо и садится на него от удивления. Полная темнота и тишина на дачах, соседи кто остался с ночевой, потихоньку расходятся. И только в одном доме: навесом пилятся дрова, на крыше идет сверление, в окнах горит свет, играет радио... Десятиминутная пауза, она не веря своим глазам подходит к забору и начинает подпрыгивать пытаясь через него заглянуть. Генератора не видно, лампа на столбе не горит, а тут еще и я, выхожу с пылесосом и начинаю уборку в машине. Немая сцена, у соседки один немой вопрос, КАК???Так она приходит ко мне, и прямо задаёт его, почему, когда ниукого нету света, я один его имею, и не делюсь секретом.- Никакого секрета тут нет! ""говорю я"" надо только вставить в помидор гвоздь и монетку, подцепить провода и будет ток! (У меня было много помидоров)- Как? Не может быть!- Я сейчас покажу! Делаю как сказал, достаю вольтметр, включаю и показываю напряжение. Умный человек знает, что напряжение действительно будет, но настолько мало, что не хватит никуда. Вот говорю, еще помидор посажу, вообще платить за свет не буду! И вот кульминация! Через неделю, выхожу на балкон дома и вижу! Вижу то от чего медленно сползаю на пол. Наша образованная купила ПОЛ ФУРЫ ПОМИДОР, наняла толпу гасторбайтеров, которые утыкали её помидоры гвоздями и монетами, соединили все проводами, а теперь прыгают по этому всему с вольтметром!! А сама она, с видом кутузова, машет руками!",армия
1426,Верблюд на службе,армия
1427,Командир вселенских войск,армия
1428,"У капитана Морошкина был друг, подполковник с Военно-исторической кафедры по фамилии Калибров. Подполковник очень любил возиться в тактических ящиках с песком, где с помощью капитана декорировал сражения из нашего героического прошлого, а по ночам их переигрывал. Иногда они играли с Морошкиным друг против друга и капитан все время проигрывал. Зла за это на приятеля он не держал, но неприятный осадок оставался постоянно. Подполковник Калибров кстати, весьма не любил Кутузова. Он считал, что Бородинское сражение можно было выиграть и ни в коем случае, нельзя было оставлять Москву. И хотя как истинный представитель Советской Исторической Науки он свято верил в то, что история не может иметь сослагательных наклонений, Бородинскую битву подполковник переигрывал неоднократно, причем в чине фельдмаршала, ну и Наполеону там естественно каждый раз доставалась. У Капитана тоже был свой исторический бзик. Он очень двойственно относился к Южанам времен Гражданской войны в США. То есть с одной стороны Конфедераты, это рабовладельцы и враги прогрессивного человечества, ну а с другой стороны они защищали свою землю, свои дома и вообще воевали против США - ныне потенциального противника, значит солдаты генерала Ли почти союзники. А уж после того, как в результате экскурсии в подвал-музей делегации африканских борцов за свободу, с ряда стендов пропало несколько фигурок, для Морошкина все стало ясно окончательно. По этому поводу капитан потихоньку стал готовить для миниатюры посвященной Геттисбергскому сражению, армию генерала Ли и естественно армию генерала Джорджа Мида тоже. А подполковник Калибров, снизойдя к просьбе старого приятеля, подкрепленной литром ""ягодки"" и банкой ""копеечных"" опят, назначил на вечер последней субботы месяца их персональную Битву при Геттисберге. Помогать капитану, естественно взялись мы с Акимом. Во первых нам было забавно и интересно, а ввиду того, что по ряду причин мы жили в общежитии Академии и не имели выхода в город, свободного времени у нас было предостаточно. Ну и во вторых мы искали любую возможность поддеть педанта подполковника, достававшего нас на занятиях своим догматизмом. Подполковник Калибров кстати, был вдобавок официальным куратором подвала-музея, по военно-исторической части. Итак мы с головой погрузились в процесс. Готовя перенос плашек с подразделениями конфедератов и их визави в тактический ящик, мы бурно обсуждали нюансы решающей битвы Севера и Юга, и Аким бросив взгляд на стенд с боем бывших махновских тачанок с белой конницей, сказал с сожалением в голосе: - Вот бы под Семетри Ридж сотню тачанок, и кранты тогда генералу Ханту. - Капитан Морошкин вскинулся было, но как то сразу привял обратно: - Так пулеметов еще не было, - уныло сказал он и тут в разговор вступил я: - Во первых картечница Гатлинга была запатентована в ноябре 1862, во вторых бельгийский фабрикант Монтиньи создал митральезу(пулемёт ""Максим"") в 1851 году, так что при инициативном человеке и должном финансировании, сделать сотню другую митральез к июлю 1863 года вполне реально. - А на что их устанавливать? - С надеждой спросил капитан Морошкин и получил вальяжный ответ от Акима: - Так товарищ капитан, была такая веселая тележка под легкомысленным названием ""вагонет"", подрессоренная, восьмиместная и уж на Юге ее прообразы наверняка применялись, ставим туда митральезу и зольдатен фойер! Две колонны по сто тачанок, это 200 стволов по 13 мм, они дадут 200 выстрелов в минуту, то есть сорок тысяч пулек по проклятым аболиционистам каждые шестьдесят секунд. - Так у Ханта там на хребте двести орудий, они раздолбают повозки из далека, - борясь с надеждой, произнес Морошкин, но тут снова вступил я: - А кто сказал, что к позициям противника надо подойти спереди?, - и насладившись восхищенными взглядами коллег, добавил: - И вспомните, товарищи офицеры, как Махно взял Екатеринослав. Сотни телег с капустой приехавшие на рынок, оказались тачанками. Так кто нам мешает накрыть ""вагонеты"" парусиной и притвориться обозными фургонами? А что бы было еще незаметнее, рядом с ездовыми посадим кафров. Ведь были среди черных рабов сторонники Юга?! Немая сцена, как в Ревизоре, моментально сменилась бурным обсуждением будущей операции. Задачи было две: техническая и оперативная. Техническая касалась изготовления вагонетов-тачанок и производство моделей митральез-максимов, ну, а оперативная составляющая часть плана, имеющая ввиду реальное применение тачанок в сражении и в первую очередь приближение к тылам генералов Ханта и Ховарда, была уже в основном решена благодаря моему стратегическому гению. Пришлось конечно поломать голову над тем, как внедрить в войска подполковника (он командовал Северянами) левые обозы конфедератов, но решение нашлось простое и гениальное. Ну а с техникой все сложилось более менее. У капитана были завалы заготовок для гужевого транспорта, а митральезы сделали из заготовок для пулеметов. На маскировочную парусину для фургонов, капитан не пожалел новую казенную простыню и в расчетное время айне и цвайне колонне имени Гера Гатлинга, были готовы к бою.И вот наступил канун 1 июля 1863 года, вернее последней субботы этого месяца. Поле битвы было готово. Аким ассистировал капитану, а я (в качестве засланного казачка) товарищу подполковнику. Я согласно указаниям командующего, переставлял группы фигурок и ненавязчиво подтягивал две колонны обозных фургонов соответственно к Семетри Ридж и тылам Ховарда. И вот когда конфедераты генерала Пикетта пошли в свою смертельную атаку и подполковник Калибров уже готовился отдать приказ своей артиллерии смести мятежников, как капитан скомандовал срывающимся голосом: - Митральезы вперед!!! Аким гордо перешел на мою сторону стола, отодвинул меня в сторону величавым жестом и стал быстро снимать белые верха у фургонов. В тылу Северян хищно ощетинились десятки смертоносных стволов и артиллерия Ханта и подразделения Ховарда, были выведены из строя. Войска Южан перешли в атаку по всему фронту и генерал Ли победил. На подполковника Калиброва было жалко смотреть. Уже час он метался кругом ящика с песком, ставшего полем его позора, но любые его атаки разбивались о железные аргументы противников. В конце концов, подполковник должен был согласиться, что и технически и оперативно, присутствие на поле боя данных подразделений, в данное время и с данным вооружением исторически и технологически возможно.Забыл сказать, что по нашему настоянию, капитан предложил подполковнику сыграть этот бой на ящик коньяка. Мы обещали при этом, что если капитан проиграет, то оный ящик поставим мы. В общем наши победили ихних...",армия
1429,"Из армейских воспоминаний.Я проходил службу в одном из штабов Московского военного округа в середине 80-х годов. Ближе к дембелю встал вопрос об оформление дембельского альбома, ну понятно, куча фоток из жизни солдатской: в увольнениях, в казарме, на спортивных соревнованиях и т. д.  Но, ведь мы служили в штабе и грех не сфотографироваться на своем рабочем месте, в радиобюро! Сказано сделано, принесли фотоаппарат, вспышку и вперед с песней! Отщелкали две или три пленки: ты в наушниках, ты за радиоприемником, ты работаешь на ключе. В общем, мечта шпиона! Отослали молодого бойца в казарму, чтобы за ночь проявить пленку и утром притаранить ее в штаб. На следующий день выходим на обед, встречаем гонца и начинаем смотреть негативы. Так, на минуточку напомню, дело происходит на территории одного из московских штабов, где полно старших офицеров и даже генералы не редкость. И вот мы -  молодые оболтусы стоим и рассматриваем, отснятую пленку наслаждаясь резкостью и четкостью кадров!  И тут раздается голос с небес: что смотрите солдаты? У нас за спиной стоял целый полковник! В общем, наступила немая сцена! Лично у меня в голове метеором пронеслись мысли о дембеле в последний день июня, где-нибудь на Кушке (где-то на окраинах Туркмении) и это в лучшем случае, про худший вариант думать не хотелось, но думалось! Могло дело дойти и до дисбата! Шутка ли фотосъемка в здании штаба, это же мечта особиста! ""Так что же вы там смотрите, солдатики?"" - снова вопрошает полковник. Я, набравшись наглости, отвечаю, мол в выходные были в увольнении и ходили в Музей Вооруженных Сил и там и снимались! Полковник, кивая головой, мол это хорошо, вдруг и молвит: ""Дайте и мне посмотреть"". Вот тут нам стало по-настоящему  херово! Все худшие варианты развития событий вдруг стали очень реальны! Деваться некуда, протягиваем пленку, он смотрит ее на свет (эти десять секунд мне показались десятью годами). Он возвращает пленку и говорит: "" Только в штабе не фотографируйте!"" Вот тут немая сцена снова повторилась!Ps. Теперь спустя много лет, я думаю, что он просто не мог внимательно рассмотреть пленку, в силу возраста он вблизи, возможно, плохо видел, а очки постеснялся надевать! Вот такая история случилась со мной и моими друзьями почти тридцать лет назад! Но те волшебные ощущения, пережитые в тот миг, свежи до сих пор!",армия
1430,Забей на ЕГЭ - в армии весело!..,армия
1431,"В армии изводят портянки.  И все этому радуются. Откроем глазаПервое.  Портянку можно намотать ровно столько оборотов, сколько надо, чтоб держалась обувь любого размера. Носок оно лучше, но обувь надо подбирать идеально. Так и вижу российских солдат с обувью, сделанной на заказ.Второе. Намотанная в несколько слоев портянка перекрывает доступ песку и мусору к  ногам солдата. Для того же эффекта надо надеть несколько носков. И не факт что поможет.Третье. Намотанная в несколько слоев портянка эффективнее впитывает влагу, а про  непромокаемую обувь с вентилляционными отверстиями я не слышал.Третье. Чтобы высушить портянку - ее можно обмотать вокруг ноги(на бедрах например). Два комплекта и ноги у тебя всегда сухие. К тому же промочить ВСЮ надо постараться. А если не вся портянка сырая - перемотал сухим участком к ноге и всё.Четвертое. По той же причине протереть портянку практически невозможно. Протер дырку - перемотал портянку другим углом. Вытерлось близко к краю - оборвал край и мотай дальше.Пятое. В полевых условиях портянку сделать можно из чего, а носок связать - нет. Протерлись носки - ходи без носков, пока интендант не привезет через неделю.Так что сдается мне, что вместо армии в грязных портянках поимеем мы армию в дырявых носках. Оно таки лучше ?",армия
1432,"Когда в семье рождается мальчик, государство не помогает вырастить его и выучить. Но когда родители вырастят и выучат его собственными силами - то он почему-то сразу должен отдать долг государству. Интересно, и когда это он успел влезть в долги?",армия
1433,"Только в армии понимаешь, что зубная щётка реально предназначена для труднодоступных мест.",армия
1434,Генеральское тату,армия
1435,"Командир построил роту по стойке смирно, достал из кармана носовой платок, подошёл к одному солдату и стал вытирать ему нос: - А это, рядовой Сидоров, я делаю по просьбе вашей мамы...",армия
1436,"Отдавал долг Родине радистом-радиомехаником на запасном командном пункте ""Жильный"" в 1978-1980г. У меня была привычка отдавать честь офицерам без своего головного убора. Был у нас замполитом майор, фио не помню, говно было страшное. Вызвал меня наш командир ""Филипок"", п/п-к Филипов, командир от Бога. Захожу в кабинет и как положено по уставу докладываю, приложив правую руку к виску. А так как был на боевом дежурстве, сняв наушники не одел пилотку. С Филипком находился и наш замполит. Он и говорит:- К пустой голове руку не прикладывают.Мне бы промолчать, но чёрт дёрнул меня ответить:- Бывает и голова в фуражке с кокардой гудит как пустой жбан.Филипок улыбнулся, а замполита перекосило. Всё, думаю, губа обеспечена.Выслушав приказ и ответив:- Есть, разрешите выполнять, - я вышел из кабинета.Не знаю, откуда узнали об этом случае другие офицеры, но через часа три мне стали пророчить стать генералом.Кстати, все офицеры при встрече с нами, солдатами срочной службы после отдачи чести здоровались за руку, один замполит никогда руки не подавал.",армия
1437,"Слово офицера.Окончив в 2000 году военное училище я отправился служить в Республику Таджикистан для ""выполнения задач по поддержанию конституционного порядка в условиях чрезвычайного положения"" в данной республике. Молодым лейтенантом я был назначен на майорскую должность начальника службы ГСМ артполка, поэтому состоял в управлении полка и имел удовольствие наблюдать много интерестностей от старших товарищей по оружию. Командиром полка на тот  момент был полковник, скажем, Сансаныч. По словам старших товарищей, Сансаныч раньше страдал (или наслаждался) алкоголизмом, но в один прекрасный момент его боевая подруга (супруга) вытащила его пьяного в умат из сауны (предварительно отбив от навязчивых нимф), а на утро категорически заявила что он бросает пить! Закодировала. Ей это удалось. Сансаныч рьяно взялся за службу и за карьерный рост. Из начальника штаба превратился в комполка. Пить то он перестал, но дури в нём осталось ещё на пять таких же сансанычей. Был он весьма строгим, выговоры объявлял исключительно матом, с добавлением литературных слов. В начале совещаний командного состава полка называл называл всех нас шайкой пида..сов, обязательно упомянув что он среди нас пидо..ас-предводитель (ну чтоб мы не обижались и в суд не подали). Матом он объяснял все очень доходчиво, нам нравилось, иногда в курилке мы его цитировали и восхищались его литературным талантом. Все его конечно-же боялись и уважали, но ещё больше его начали уважать после одного поступка...    В подготовительный период дивизионных учений Сансаныч со свитой (управлением полка) вышел на полигон и задал вопрос командиру дивизиона. В переводе на гражданский язык вопрос мог выглядеть так: - ""Уважаемый господин подполковник, будьте любезны мне сообщить сколько единиц доблестных орудий вашего уважаемого дивизиона в состоянии самостоятельно выйти на лоно природы и занять позиции. Не думаю что Ваша техника в состоянии сдвинуться с мест стоянки и продвинуться хоть пару метров до полигона"".    Конечно это было сказано другими словами. Надо заметить что техника в действительности была очень старой, она служила ещё в Афгане, а до России так и не дошла, осев в Душанбе (201 МСД).    Доблестный командир дивизиона ответил (передаю дословно, так как говорил он на гражданском языке): - ""Товарищ полковник, техника готова выйти на полигон в полном составе. Дивизион готов на 100%!"" Управление полка ахнуло и зашепталось (все знали что наши самоходки и МТЛб далеки от совершенства в силу своего возраста и изношенности). Сансаныч зацепился за данное утверждение, и чтоб принизить честь подпола пообещал: - Если в понедельник 100% техники будет находится на полигоне, то я сам лично сяду в эту лужу, а если нет то своими руками посажу вас в неё!"". При этом он протянул свой перст в сторону здоровенной лужи из грязи (кто был в марте на окраинах Душанбе могут себе представить такие). - Понедельник, начало учений - праздничный день (как экзамен у школьника). Сансаныч вышел на полигон в комуфлированном, шитом по спецзаказу в ателье костюме. Наглаженый, комуфлированная кепка с шнуоком-филиграном, на груди железный крест 201-й дивизии. Усы расчесаны, взгляд боевой. За спиной вся свита (управление полка и я в том числе). Командир дивизиона встретил его и доложил о готовности. Сансаныч начал  пересчитывать технику. Пересчитал, потом ещё раз, опять заново. Открыл рабочую тетрадь, уточнил штат. Подозвал к себе зам. по тех. части, что-то шепнул ему. Зампотех окинул взглядом позиции, посчитал, перепроверил, так же шёпотом доложил Сансанычу. Сансаныч молча снял фуражку, отдал её зампотеху. Повернулся и молча направился к той самой луже из грязи. И... сел в самый центр. Почесал репу, выбрался из лужи и со словами ""Ну и пид..с же ты комдив"", отправился в штаб переодеваться. Комдив получил от Сансаныча благодарность, а мы лишний повод уважать нашего комполка.",армия
